row_id,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,age_imputed,age_clean,embarked_imputed,embarked_clean,embark_town_clean,deck_known,deck_clean,who_clean,adult_male_clean,family_size,family_group,age_group,fare_log1p,fare_log1p_f4,age_z,fare_log1p_z,is_minor,sex_pclass,family_size_sq,has_family
420,0,3,female,10.0,0,2,24.15,S,Third,child,False,,Southampton,no,False,False,10.0,False,S,Southampton,False,Unknown,child,False,3,Pequeña (2-4),Niño (<16),3.224857896545748,3.224857896545748,-1.4373533523626478,0.27115228049766626,1,female_pclass_3,9.0,1
421,0,3,male,,0,0,7.8958,C,Third,man,True,,Cherbourg,no,True,True,25.0,False,C,Cherbourg,False,Unknown,man,True,1,Solo,Joven (16-34),2.1855792552411137,2.1855792552411137,-0.3092756154954493,-0.801923616602662,0,male_pclass_3,1.0,0
422,0,3,male,21.0,0,0,7.7333,Q,Third,man,True,,Queenstown,no,True,False,21.0,False,Q,Queenstown,False,Unknown,man,True,1,Solo,Joven (16-34),2.167143305297764,2.167143305297764,-0.6100963453267022,-0.820959102119349,0,male_pclass_3,1.0,0
423,0,3,male,29.0,0,0,7.875,S,Third,man,True,,Southampton,no,True,False,29.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.18323833536148,2.1832383353614797,-0.00845488566419637,-0.8043406630039283,0,male_pclass_3,1.0,0
424,0,3,female,28.0,1,1,14.4,S,Third,woman,False,,Southampton,no,False,False,28.0,False,S,Southampton,False,Unknown,woman,False,3,Pequeña (2-4),Joven (16-34),2.734367509419584,2.7343675094195836,-0.0836600681220096,-0.23528881360946913,0,female_pclass_3,9.0,1
425,0,3,male,18.0,1,1,20.2125,S,Third,man,True,,Southampton,no,False,False,18.0,False,S,Southampton,False,Unknown,man,True,3,Pequeña (2-4),Joven (16-34),3.0545906305603445,3.0545906305603445,-0.8357118927001419,0.09534793704965061,0,male_pclass_3,9.0,1
426,0,3,male,,0,0,7.25,S,Third,man,True,,Southampton,no,True,True,25.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.110213200346589,2.1102132003465894,-0.3092756154954493,-0.879740569393428,0,male_pclass_3,1.0,0
427,1,2,female,28.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,False,28.0,False,S,Southampton,False,Unknown,woman,False,2,Pequeña (2-4),Joven (16-34),3.295836866004329,3.295836866004329,-0.0836600681220096,0.34443948019553633,0,female_pclass_2,4.0,1
428,1,2,female,19.0,0,0,26.0,S,Second,woman,False,,Southampton,yes,True,False,19.0,False,S,Southampton,False,Unknown,woman,False,1,Solo,Joven (16-34),3.295836866004329,3.295836866004329,-0.7605067102423287,0.34443948019553633,0,female_pclass_2,1.0,0
429,0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,True,25.0,False,Q,Queenstown,False,Unknown,man,True,1,Solo,Joven (16-34),2.169053700369523,2.169053700369523,-0.3092756154954493,-0.8189865811572417,0,male_pclass_3,1.0,0
430,1,3,male,32.0,0,0,8.05,S,Third,man,True,E,Southampton,yes,True,False,32.0,False,S,Southampton,True,E,man,True,1,Solo,Joven (16-34),2.2027647577118348,2.2027647577118348,0.21716066170924334,-0.7841792430073969,0,male_pclass_3,1.0,0
431,1,1,male,28.0,0,0,26.55,S,First,man,True,C,Southampton,yes,True,False,28.0,False,S,Southampton,True,C,man,True,1,Solo,Joven (16-34),3.316002535598924,3.3160025355989236,-0.0836600681220096,0.3652609357040262,0,male_pclass_1,1.0,0
432,1,3,female,,1,0,16.1,S,Third,woman,False,,Southampton,yes,False,True,21.5,False,S,Southampton,False,Unknown,woman,False,2,Pequeña (2-4),Joven (16-34),2.8390784635086144,2.8390784635086144,-0.5724937540977957,-0.12717266791993015,0,female_pclass_3,4.0,1
433,1,2,female,42.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,False,42.0,False,S,Southampton,False,Unknown,woman,False,2,Pequeña (2-4),Adulto (35-59),3.295836866004329,3.295836866004329,0.9692124862873757,0.34443948019553633,0,female_pclass_2,4.0,1
434,0,3,male,17.0,0,0,7.125,S,Third,man,True,,Southampton,no,True,False,17.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.094945728215801,2.094945728215801,-0.9109170751579552,-0.8955045384601201,0,male_pclass_3,1.0,0
435,0,1,male,50.0,1,0,55.9,S,First,man,True,E,Southampton,no,False,False,50.0,False,S,Southampton,True,E,man,True,2,Pequeña (2-4),Adulto (35-59),4.041295341132285,4.041295341132285,1.5708539459498816,1.1141402035210883,0,male_pclass_1,4.0,1
436,1,1,female,14.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False,False,14.0,False,S,Southampton,True,B,child,False,4,Pequeña (2-4),Niño (<16),4.795790545596741,4.795790545596741,-1.136532622531395,1.8931715298766856,1,female_pclass_1,16.0,1
437,0,3,female,21.0,2,2,34.375,S,Third,woman,False,,Southampton,no,False,False,21.0,False,S,Southampton,False,Unknown,woman,False,5,Grande (5+),Joven (16-34),3.566005355963401,3.5660053559634015,-0.6100963453267022,0.6233938271906205,0,female_pclass_3,25.0,1
438,1,2,female,24.0,2,3,18.75,S,Second,woman,False,,Southampton,yes,False,False,24.0,False,S,Southampton,False,Unknown,woman,False,6,Grande (5+),Joven (16-34),2.9831534913471307,2.9831534913471307,-0.38448079795326257,0.02158766795447294,0,female_pclass_2,36.0,1
439,0,1,male,64.0,1,4,263.0,S,First,man,True,C,Southampton,no,False,False,64.0,False,S,Southampton,True,C,man,True,6,Grande (5+),Mayor (60+),5.575949103146316,5.575949103146316,2.623726500359267,2.698700779445489,0,male_pclass_1,36.0,1
440,0,2,male,31.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,False,31.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.4423470353692043,2.4423470353692043,0.1419554792514301,-0.5368057694182642,0,male_pclass_2,1.0,0
441,1,2,female,45.0,1,1,26.25,S,Second,woman,False,,Southampton,yes,False,False,45.0,False,S,Southampton,False,Unknown,woman,False,3,Pequeña (2-4),Adulto (35-59),3.305053521109253,3.305053521109253,1.1948280336608155,0.35395586016517105,0,female_pclass_2,9.0,1
442,0,3,male,20.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,False,20.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.3513752571634776,2.3513752571634776,-0.6853015277845155,-0.630735942356657,0,male_pclass_3,1.0,0
443,0,3,male,25.0,1,0,7.775,S,Third,man,True,,Southampton,no,False,False,25.0,False,S,Southampton,False,Unknown,man,True,2,Pequeña (2-4),Joven (16-34),2.1719067693519296,2.1719067693519296,-0.3092756154954493,-0.8160407306065735,0,male_pclass_3,4.0,1
444,1,2,female,28.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,False,28.0,False,S,Southampton,False,Unknown,woman,False,1,Solo,Joven (16-34),2.6390573296152584,2.6390573296152584,-0.0836600681220096,-0.33369847260903374,0,female_pclass_2,1.0,0
445,1,3,male,,0,0,8.1125,S,Third,man,True,,Southampton,yes,True,True,25.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.2096470973347766,2.2096470973347766,-0.3092756154954493,-0.7770730902669091,0,male_pclass_3,1.0,0
446,1,1,male,4.0,0,2,81.8583,S,First,child,False,A,Southampton,yes,False,False,4.0,False,S,Southampton,True,A,child,False,3,Pequeña (2-4),Niño (<16),4.417131919904876,4.417131919904876,-1.8885844471095272,1.5021989568725878,1,male_pclass_1,9.0,1
447,1,2,female,13.0,0,1,19.5,S,Second,child,False,,Southampton,yes,False,False,13.0,False,S,Southampton,False,Unknown,child,False,2,Pequeña (2-4),Niño (<16),3.0204248861443626,3.0204248861443626,-1.211737804989208,0.06007112543995848,1,female_pclass_2,4.0,1
448,1,1,male,34.0,0,0,26.55,S,First,man,True,,Southampton,yes,True,False,34.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),3.316002535598924,3.3160025355989236,0.3675710266248698,0.3652609357040262,0,male_pclass_1,1.0,0
449,1,3,female,5.0,2,1,19.2583,C,Third,child,False,,Cherbourg,yes,False,False,5.0,False,C,Cherbourg,False,Unknown,child,False,4,Pequeña (2-4),Niño (<16),3.0085645861193133,3.0085645861193133,-1.813379264651714,0.04782512943518906,1,female_pclass_3,16.0,1
450,1,1,male,52.0,0,0,30.5,S,First,man,True,C,Southampton,yes,True,False,52.0,False,S,Southampton,True,C,man,True,1,Solo,Adulto (35-59),3.449987545831587,3.449987545831587,1.721264310865508,0.5036031274312863,0,male_pclass_1,1.0,0
451,0,2,male,36.0,1,2,27.75,S,Second,man,True,,Southampton,no,False,False,36.0,False,S,Southampton,False,Unknown,man,True,4,Pequeña (2-4),Adulto (35-59),3.3586377672433594,3.3586377672433594,0.5179813915404963,0.4092826615690945,0,male_pclass_2,16.0,1
452,0,3,male,,1,0,19.9667,S,Third,man,True,,Southampton,no,False,True,25.0,False,S,Southampton,False,Unknown,man,True,2,Pequeña (2-4),Joven (16-34),3.0429354648621407,3.0429354648621407,-0.3092756154954493,0.08331374632313593,0,male_pclass_3,4.0,1
453,0,1,male,30.0,0,0,27.75,C,First,man,True,C,Cherbourg,no,True,False,30.0,False,C,Cherbourg,True,C,man,True,1,Solo,Joven (16-34),3.3586377672433594,3.3586377672433594,0.06675029679361687,0.4092826615690945,0,male_pclass_1,1.0,0
454,1,1,male,49.0,1,0,89.1042,C,First,man,True,C,Cherbourg,yes,False,False,49.0,False,C,Cherbourg,True,C,man,True,2,Pequeña (2-4),Adulto (35-59),4.500966778400217,4.500966778400217,1.4956487634920683,1.5887601180595785,0,male_pclass_1,4.0,1
455,0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,True,25.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.2027647577118348,2.2027647577118348,-0.3092756154954493,-0.7841792430073969,0,male_pclass_3,1.0,0
456,1,3,male,29.0,0,0,7.8958,C,Third,man,True,,Cherbourg,yes,True,False,29.0,False,C,Cherbourg,False,Unknown,man,True,1,Solo,Joven (16-34),2.1855792552411137,2.1855792552411137,-0.00845488566419637,-0.801923616602662,0,male_pclass_3,1.0,0
457,0,1,male,65.0,0,0,26.55,S,First,man,True,E,Southampton,no,True,False,65.0,False,S,Southampton,True,E,man,True,1,Solo,Mayor (60+),3.316002535598924,3.3160025355989236,2.69893168281708,0.3652609357040262,0,male_pclass_1,1.0,0
458,1,1,female,,1,0,51.8625,S,First,woman,False,D,Southampton,yes,False,True,35.0,False,S,Southampton,True,D,woman,False,2,Pequeña (2-4),Adulto (35-59),3.967694202798607,3.967694202798607,0.44277620908268306,1.0381455622323272,0,female_pclass_1,4.0,1
459,1,2,female,50.0,0,0,10.5,S,Second,woman,False,,Southampton,yes,True,False,50.0,False,S,Southampton,False,Unknown,woman,False,1,Solo,Adulto (35-59),2.4423470353692043,2.4423470353692043,1.5708539459498816,-0.5368057694182642,0,female_pclass_2,1.0,0
460,0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,True,25.0,False,Q,Queenstown,False,Unknown,man,True,1,Solo,Joven (16-34),2.169053700369523,2.169053700369523,-0.3092756154954493,-0.8189865811572417,0,male_pclass_3,1.0,0
461,1,1,male,48.0,0,0,26.55,S,First,man,True,E,Southampton,yes,True,False,48.0,False,S,Southampton,True,E,man,True,1,Solo,Adulto (35-59),3.316002535598924,3.3160025355989236,1.420443581034255,0.3652609357040262,0,male_pclass_1,1.0,0
462,0,3,male,34.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,False,34.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.2027647577118348,2.2027647577118348,0.3675710266248698,-0.7841792430073969,0,male_pclass_3,1.0,0
463,0,1,male,47.0,0,0,38.5,S,First,man,True,E,Southampton,no,True,False,47.0,False,S,Southampton,True,E,man,True,1,Solo,Adulto (35-59),3.676300671907076,3.676300671907076,1.3452383985764418,0.7372759377222564,0,male_pclass_1,1.0,0
464,0,2,male,48.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,False,48.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Adulto (35-59),2.6390573296152584,2.6390573296152584,1.420443581034255,-0.33369847260903374,0,male_pclass_2,1.0,0
465,0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,True,25.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.2027647577118348,2.2027647577118348,-0.3092756154954493,-0.7841792430073969,0,male_pclass_3,1.0,0
466,0,3,male,38.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,False,38.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Adulto (35-59),2.0856720914304723,2.0856720914304723,0.6683917564561227,-0.905079753149712,0,male_pclass_3,1.0,0
467,0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,True,30.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),0.0,0.0,0.06675029679361687,-3.0585777291682943,0,male_pclass_2,1.0,0
468,0,1,male,56.0,0,0,26.55,S,First,man,True,,Southampton,no,True,False,56.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Adulto (35-59),3.316002535598924,3.3160025355989236,2.0220850406967608,0.3652609357040262,0,male_pclass_1,1.0,0
469,0,3,male,,0,0,7.725,Q,Third,man,True,,Queenstown,no,True,True,25.0,False,Q,Queenstown,False,Unknown,man,True,1,Solo,Joven (16-34),2.1661924680884908,2.1661924680884908,-0.3092756154954493,-0.8219408604763346,0,male_pclass_3,1.0,0
470,1,3,female,0.75,2,1,19.2583,C,Third,child,False,,Cherbourg,yes,False,False,0.75,False,C,Cherbourg,False,Unknown,child,False,4,Pequeña (2-4),Niño (<16),3.0085645861193133,3.0085645861193133,-2.1330012900974205,0.04782512943518906,1,female_pclass_3,16.0,1
471,0,3,male,,0,0,7.25,S,Third,man,True,,Southampton,no,True,True,25.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.110213200346589,2.1102132003465894,-0.3092756154954493,-0.879740569393428,0,male_pclass_3,1.0,0
472,0,3,male,38.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,False,38.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Adulto (35-59),2.2682524139135403,2.2682524139135403,0.6683917564561227,-0.7165619336211219,0,male_pclass_3,1.0,0
473,1,2,female,33.0,1,2,27.75,S,Second,woman,False,,Southampton,yes,False,False,33.0,False,S,Southampton,False,Unknown,woman,False,4,Pequeña (2-4),Joven (16-34),3.3586377672433594,3.3586377672433594,0.2923658441670566,0.4092826615690945,0,female_pclass_2,16.0,1
474,1,2,female,23.0,0,0,13.7917,C,Second,woman,False,D,Cherbourg,yes,True,False,23.0,False,C,Cherbourg,True,D,woman,False,1,Solo,Joven (16-34),2.694066212646058,2.694066212646058,-0.4596859804110758,-0.2769007052339033,0,female_pclass_2,1.0,0
475,0,3,female,22.0,0,0,9.8375,S,Third,woman,False,,Southampton,no,True,False,22.0,False,S,Southampton,False,Unknown,woman,False,1,Solo,Joven (16-34),2.38301234210666,2.3830123421066602,-0.534891162868889,-0.5980700220174995,0,female_pclass_3,1.0,0
476,0,1,male,,0,0,52.0,S,First,man,True,A,Southampton,no,True,True,40.0,False,S,Southampton,True,A,man,True,1,Solo,Adulto (35-59),3.970291913552122,3.970291913552122,0.8188021213717492,1.0408277503255376,0,male_pclass_1,1.0,0
477,0,2,male,34.0,1,0,21.0,S,Second,man,True,,Southampton,no,False,False,34.0,False,S,Southampton,False,Unknown,man,True,2,Pequeña (2-4),Joven (16-34),3.091042453358316,3.091042453358316,0.3675710266248698,0.13298517012197922,0,male_pclass_2,4.0,1
478,0,3,male,29.0,1,0,7.0458,S,Third,man,True,,Southampton,no,False,False,29.0,False,S,Southampton,False,Unknown,man,True,2,Pequeña (2-4),Joven (16-34),2.0851502161468174,2.0851502161468174,-0.00845488566419637,-0.9056185997745974,0,male_pclass_3,4.0,1
479,0,3,male,22.0,0,0,7.5208,S,Third,man,True,,Southampton,no,True,False,22.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.142510233146819,2.142510233146819,-0.534891162868889,-0.8463932397472815,0,male_pclass_3,1.0,0
480,1,3,female,2.0,0,1,12.2875,S,Third,child,False,,Southampton,yes,False,False,2.0,False,S,Southampton,False,Unknown,child,False,2,Pequeña (2-4),Niño (<16),2.586823743668066,2.586823743668066,-2.0389948120251535,-0.387630690468037,1,female_pclass_3,4.0,1
481,0,3,male,9.0,5,2,46.9,S,Third,child,False,,Southampton,no,False,False,9.0,False,S,Southampton,False,Unknown,child,False,8,Grande (5+),Niño (<16),3.8691155044168695,3.8691155044168695,-1.512558534820461,0.9363610927004852,1,male_pclass_3,64.0,1
482,0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,True,30.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),0.0,0.0,0.06675029679361687,-3.0585777291682943,0,male_pclass_2,1.0,0
483,0,3,male,50.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,False,50.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Adulto (35-59),2.2027647577118348,2.2027647577118348,1.5708539459498816,-0.7841792430073969,0,male_pclass_3,1.0,0
484,1,3,female,63.0,0,0,9.5875,S,Third,woman,False,,Southampton,yes,True,False,63.0,False,S,Southampton,False,Unknown,woman,False,1,Solo,Mayor (60+),2.3596740599781727,2.3596740599781727,2.5485213179014536,-0.6221672631581134,0,female_pclass_3,1.0,0
485,1,1,male,25.0,1,0,91.0792,C,First,man,True,B,Cherbourg,yes,False,False,25.0,False,C,Cherbourg,True,B,man,True,2,Pequeña (2-4),Joven (16-34),4.5226490762785785,4.5226490762785785,-0.3092756154954493,1.611147522478678,0,male_pclass_1,4.0,1
486,0,3,female,,3,1,25.4667,S,Third,woman,False,,Southampton,no,False,True,21.5,False,S,Southampton,False,Unknown,woman,False,5,Grande (5+),Joven (16-34),3.275887339030031,3.275887339030031,-0.5724937540977957,0.32384119624754837,0,female_pclass_3,25.0,1
487,1,1,female,35.0,1,0,90.0,S,First,woman,False,C,Southampton,yes,False,False,35.0,False,S,Southampton,True,C,woman,False,2,Pequeña (2-4),Adulto (35-59),4.51085950651685,4.51085950651685,0.44277620908268306,1.5989745568795652,0,female_pclass_1,4.0,1
488,0,1,male,58.0,0,0,29.7,C,First,man,True,B,Cherbourg,no,True,False,58.0,False,C,Cherbourg,True,B,man,True,1,Solo,Adulto (35-59),3.4242626545931514,3.4242626545931514,2.1724954056123873,0.4770416648490862,0,male_pclass_1,1.0,0
489,0,3,male,30.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,False,30.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.2027647577118348,2.2027647577118348,0.06675029679361687,-0.7841792430073969,0,male_pclass_3,1.0,0
490,1,3,male,9.0,1,1,15.9,S,Third,child,False,,Southampton,yes,False,False,9.0,False,S,Southampton,False,Unknown,child,False,3,Pequeña (2-4),Niño (<16),2.827313621929028,2.8273136219290276,-1.512558534820461,-0.13932010117845492,1,male_pclass_3,9.0,1
491,0,3,male,,1,0,19.9667,S,Third,man,True,,Southampton,no,False,True,25.0,False,S,Southampton,False,Unknown,man,True,2,Pequeña (2-4),Joven (16-34),3.0429354648621407,3.0429354648621407,-0.3092756154954493,0.08331374632313593,0,male_pclass_3,4.0,1
492,0,3,male,21.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,False,21.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.110213200346589,2.1102132003465894,-0.6100963453267022,-0.879740569393428,0,male_pclass_3,1.0,0
493,0,1,male,55.0,0,0,30.5,S,First,man,True,C,Southampton,no,True,False,55.0,False,S,Southampton,True,C,man,True,1,Solo,Adulto (35-59),3.449987545831587,3.449987545831587,1.9468798582389477,0.5036031274312863,0,male_pclass_1,1.0,0
494,0,1,male,71.0,0,0,49.5042,C,First,man,True,,Cherbourg,no,True,False,71.0,False,C,Cherbourg,False,Unknown,man,True,1,Solo,Mayor (60+),3.922056501139853,3.922056501139853,3.1501627775639593,0.9910237262754296,0,male_pclass_1,1.0,0
495,0,3,male,21.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,False,21.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.2027647577118348,2.2027647577118348,-0.6100963453267022,-0.7841792430073969,0,male_pclass_3,1.0,0
496,0,3,male,,0,0,14.4583,C,Third,man,True,,Cherbourg,no,True,True,25.0,False,C,Cherbourg,False,Unknown,man,True,1,Solo,Joven (16-34),2.738146075922933,2.738146075922933,-0.3092756154954493,-0.23138736843472302,0,male_pclass_3,1.0,0
497,1,1,female,54.0,1,0,78.2667,C,First,woman,False,D,Cherbourg,yes,False,False,54.0,False,C,Cherbourg,True,D,woman,False,2,Pequeña (2-4),Adulto (35-59),4.37281811610993,4.37281811610993,1.8716746757811344,1.4564440718289615,0,female_pclass_1,4.0,1
498,0,3,male,,0,0,15.1,S,Third,man,True,,Southampton,no,True,True,25.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.778819271990417,2.7788192719904172,-0.3092756154954493,-0.18939148338192896,0,male_pclass_3,1.0,0
499,0,1,female,25.0,1,2,151.55,S,First,woman,False,C,Southampton,no,False,False,25.0,False,S,Southampton,True,C,woman,False,4,Pequeña (2-4),Joven (16-34),5.027492411162679,5.027492411162679,-0.3092756154954493,2.1324083210223894,0,female_pclass_1,16.0,1
500,0,3,male,24.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,False,24.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.174274334826008,2.174274334826008,-0.38448079795326257,-0.8135961720983268,0,male_pclass_3,1.0,0
501,0,3,male,17.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,False,17.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.2682524139135403,2.2682524139135403,-0.9109170751579552,-0.7165619336211219,0,male_pclass_3,1.0,0
502,0,3,female,21.0,0,0,7.75,Q,Third,woman,False,,Queenstown,no,True,False,21.0,False,Q,Queenstown,False,Unknown,woman,False,1,Solo,Joven (16-34),2.169053700369523,2.169053700369523,-0.6100963453267022,-0.8189865811572417,0,female_pclass_3,1.0,0
503,0,3,female,,0,0,7.6292,Q,Third,woman,False,,Queenstown,no,True,True,21.5,False,Q,Queenstown,False,Unknown,woman,False,1,Solo,Joven (16-34),2.155151800914312,2.155151800914312,-0.5724937540977957,-0.8333405692374477,0,female_pclass_3,1.0,0
504,0,3,female,37.0,0,0,9.5875,S,Third,woman,False,,Southampton,no,True,False,37.0,False,S,Southampton,False,Unknown,woman,False,1,Solo,Adulto (35-59),2.3596740599781727,2.3596740599781727,0.5931865739983095,-0.6221672631581134,0,female_pclass_3,1.0,0
505,1,1,female,16.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,False,16.0,False,S,Southampton,True,B,woman,False,1,Solo,Joven (16-34),4.471638793363569,4.471638793363569,-0.9861222576157684,1.558478389365684,0,female_pclass_1,1.0,0
506,0,1,male,18.0,1,0,108.9,C,First,man,True,C,Cherbourg,no,False,False,18.0,False,C,Cherbourg,True,C,man,True,2,Pequeña (2-4),Joven (16-34),4.699570861409576,4.699570861409576,-0.8357118927001419,1.7938227894866792,0,male_pclass_1,4.0,1
507,1,2,female,33.0,0,2,26.0,S,Second,woman,False,,Southampton,yes,False,False,33.0,False,S,Southampton,False,Unknown,woman,False,3,Pequeña (2-4),Joven (16-34),3.295836866004329,3.295836866004329,0.2923658441670566,0.34443948019553633,0,female_pclass_2,9.0,1
508,1,1,male,,0,0,26.55,S,First,man,True,,Southampton,yes,True,True,40.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Adulto (35-59),3.316002535598924,3.3160025355989236,0.8188021213717492,0.3652609357040262,0,male_pclass_1,1.0,0
509,0,3,male,28.0,0,0,22.525,S,Third,man,True,,Southampton,no,True,False,28.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),3.1580636854714434,3.1580636854714434,-0.0836600681220096,0.20218592718197403,0,male_pclass_3,1.0,0
510,1,3,male,26.0,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,False,26.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),4.05171190165724,4.05171190165724,-0.23407043303763608,1.1248955097361606,0,male_pclass_3,1.0,0
511,1,3,male,29.0,0,0,7.75,Q,Third,man,True,,Queenstown,yes,True,False,29.0,False,Q,Queenstown,False,Unknown,man,True,1,Solo,Joven (16-34),2.169053700369523,2.169053700369523,-0.00845488566419637,-0.8189865811572417,0,male_pclass_3,1.0,0
512,0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,True,25.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.2027647577118348,2.2027647577118348,-0.3092756154954493,-0.7841792430073969,0,male_pclass_3,1.0,0
513,1,1,male,36.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,False,36.0,False,S,Southampton,True,E,man,True,1,Solo,Adulto (35-59),3.3064287218760624,3.3064287218760624,0.5179813915404963,0.35537578234762296,0,male_pclass_1,1.0,0
514,1,1,female,54.0,1,0,59.4,C,First,woman,False,,Cherbourg,yes,False,False,54.0,False,C,Cherbourg,False,Unknown,woman,False,2,Pequeña (2-4),Adulto (35-59),4.100989104940769,4.100989104940769,1.8716746757811344,1.1757752036108364,0,female_pclass_1,4.0,1
515,0,3,male,24.0,0,0,7.4958,S,Third,man,True,,Southampton,no,True,False,24.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.139571923732859,2.139571923732859,-0.38448079795326257,-0.8494271027413146,0,male_pclass_3,1.0,0
516,0,1,male,47.0,0,0,34.0208,S,First,man,True,D,Southampton,no,True,False,47.0,False,S,Southampton,True,D,man,True,1,Solo,Adulto (35-59),3.555942170685876,3.5559421706858756,1.3452383985764418,0.6130033879569111,0,male_pclass_1,1.0,0
517,1,2,female,34.0,0,0,10.5,S,Second,woman,False,F,Southampton,yes,True,False,34.0,False,S,Southampton,True,F,woman,False,1,Solo,Joven (16-34),2.4423470353692043,2.4423470353692043,0.3675710266248698,-0.5368057694182642,0,female_pclass_2,1.0,0
518,0,3,male,,0,0,24.15,Q,Third,man,True,,Queenstown,no,True,True,25.0,False,Q,Queenstown,False,Unknown,man,True,1,Solo,Joven (16-34),3.224857896545748,3.224857896545748,-0.3092756154954493,0.27115228049766626,0,male_pclass_3,1.0,0
519,1,2,female,36.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,False,36.0,False,S,Southampton,False,Unknown,woman,False,2,Pequeña (2-4),Adulto (35-59),3.295836866004329,3.295836866004329,0.5179813915404963,0.34443948019553633,0,female_pclass_2,4.0,1
520,0,3,male,32.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,False,32.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.1855792552411137,2.1855792552411137,0.21716066170924334,-0.801923616602662,0,male_pclass_3,1.0,0
521,1,1,female,30.0,0,0,93.5,S,First,woman,False,B,Southampton,yes,True,False,30.0,False,S,Southampton,True,B,woman,False,1,Solo,Joven (16-34),4.548599834499697,4.548599834499697,0.06675029679361687,1.63794219721923,0,female_pclass_1,1.0,0
522,0,3,male,22.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,False,22.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.1855792552411137,2.1855792552411137,-0.534891162868889,-0.801923616602662,0,male_pclass_3,1.0,0
