row_id,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,age_imputed,age_clean,embarked_imputed,embarked_clean,embark_town_clean,deck_known,deck_clean,who_clean,adult_male_clean,family_size,family_group,age_group,fare_log1p
303,0,3,male,19.0,0,0,0.0,S,Third,man,True,,Southampton,no,True,False,19.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),0.0
304,1,2,female,,0,0,12.35,Q,Second,woman,False,E,Queenstown,yes,True,True,28.0,False,Q,Queenstown,True,E,woman,False,1,Solo,Joven (16-34),2.5915163848462583
305,0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,True,25.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.2027647577118348
306,1,1,male,0.92,1,2,151.55,S,First,child,False,C,Southampton,yes,False,False,0.92,False,S,Southampton,True,C,child,False,4,Pequeña (2-4),Niño (<16),5.027492411162679
307,1,1,female,,0,0,110.8833,C,First,woman,False,,Cherbourg,yes,True,True,35.0,False,C,Cherbourg,False,Unknown,woman,False,1,Solo,Adulto (35-59),4.717456363787216
308,1,1,female,17.0,1,0,108.9,C,First,woman,False,C,Cherbourg,yes,False,False,17.0,False,C,Cherbourg,True,C,woman,False,2,Pequeña (2-4),Joven (16-34),4.699570861409576
309,0,2,male,30.0,1,0,24.0,C,Second,man,True,,Cherbourg,no,False,False,30.0,False,C,Cherbourg,False,Unknown,man,True,2,Pequeña (2-4),Joven (16-34),3.2188758248682006
310,1,1,female,30.0,0,0,56.9292,C,First,woman,False,E,Cherbourg,yes,True,False,30.0,False,C,Cherbourg,True,E,woman,False,1,Solo,Joven (16-34),4.0592215752427645
311,1,1,female,24.0,0,0,83.1583,C,First,woman,False,C,Cherbourg,yes,True,False,24.0,False,C,Cherbourg,True,C,woman,False,1,Solo,Joven (16-34),4.432699549165613
312,1,1,female,18.0,2,2,262.375,C,First,woman,False,B,Cherbourg,yes,False,False,18.0,False,C,Cherbourg,True,B,woman,False,5,Grande (5+),Joven (16-34),5.5735788721243535
313,0,2,female,26.0,1,1,26.0,S,Second,woman,False,,Southampton,no,False,False,26.0,False,S,Southampton,False,Unknown,woman,False,3,Pequeña (2-4),Joven (16-34),3.295836866004329
314,0,3,male,28.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,False,28.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.1855792552411137
315,0,2,male,43.0,1,1,26.25,S,Second,man,True,,Southampton,no,False,False,43.0,False,S,Southampton,False,Unknown,man,True,3,Pequeña (2-4),Adulto (35-59),3.305053521109253
316,1,3,female,26.0,0,0,7.8542,S,Third,woman,False,,Southampton,yes,True,False,26.0,False,S,Southampton,False,Unknown,woman,False,1,Solo,Joven (16-34),2.180891922715322
317,1,2,female,24.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,False,24.0,False,S,Southampton,False,Unknown,woman,False,2,Pequeña (2-4),Joven (16-34),3.295836866004329
318,0,2,male,54.0,0,0,14.0,S,Second,man,True,,Southampton,no,True,False,54.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Adulto (35-59),2.70805020110221
319,1,1,female,31.0,0,2,164.8667,S,First,woman,False,C,Southampton,yes,False,False,31.0,False,S,Southampton,True,C,woman,False,3,Pequeña (2-4),Joven (16-34),5.11118445372147
320,1,1,female,40.0,1,1,134.5,C,First,woman,False,E,Cherbourg,yes,False,False,40.0,False,C,Cherbourg,True,E,woman,False,3,Pequeña (2-4),Adulto (35-59),4.908971640319756
321,0,3,male,22.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,False,22.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.1102132003465894
322,0,3,male,27.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,False,27.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.1855792552411137
323,1,2,female,30.0,0,0,12.35,Q,Second,woman,False,,Queenstown,yes,True,False,30.0,False,Q,Queenstown,False,Unknown,woman,False,1,Solo,Joven (16-34),2.5915163848462583
324,1,2,female,22.0,1,1,29.0,S,Second,woman,False,,Southampton,yes,False,False,22.0,False,S,Southampton,False,Unknown,woman,False,3,Pequeña (2-4),Joven (16-34),3.4011973816621555
325,0,3,male,,8,2,69.55,S,Third,man,True,,Southampton,no,False,True,25.0,False,S,Southampton,False,Unknown,man,True,11,Grande (5+),Joven (16-34),4.256321678298823
326,1,1,female,36.0,0,0,135.6333,C,First,woman,False,C,Cherbourg,yes,True,False,36.0,False,C,Cherbourg,True,C,woman,False,1,Solo,Adulto (35-59),4.91730069488021
327,0,3,male,61.0,0,0,6.2375,S,Third,man,True,,Southampton,no,True,False,61.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Mayor (60+),1.9792758428991135
328,1,2,female,36.0,0,0,13.0,S,Second,woman,False,D,Southampton,yes,True,False,36.0,False,S,Southampton,True,D,woman,False,1,Solo,Adulto (35-59),2.6390573296152584
329,1,3,female,31.0,1,1,20.525,S,Third,woman,False,,Southampton,yes,False,False,31.0,False,S,Southampton,False,Unknown,woman,False,3,Pequeña (2-4),Joven (16-34),3.0692150503137943
330,1,1,female,16.0,0,1,57.9792,C,First,woman,False,B,Cherbourg,yes,False,False,16.0,False,C,Cherbourg,True,B,woman,False,2,Pequeña (2-4),Joven (16-34),4.077184839375167
331,1,3,female,,2,0,23.25,Q,Third,woman,False,,Queenstown,yes,False,True,21.5,False,Q,Queenstown,False,Unknown,woman,False,3,Pequeña (2-4),Joven (16-34),3.188416617383492
332,0,1,male,45.5,0,0,28.5,S,First,man,True,C,Southampton,no,True,False,45.5,False,S,Southampton,True,C,man,True,1,Solo,Adulto (35-59),3.3843902633457743
333,0,1,male,38.0,0,1,153.4625,S,First,man,True,C,Southampton,no,False,False,38.0,False,S,Southampton,True,C,man,True,2,Pequeña (2-4),Adulto (35-59),5.039951348430309
334,0,3,male,16.0,2,0,18.0,S,Third,man,True,,Southampton,no,False,False,16.0,False,S,Southampton,False,Unknown,man,True,3,Pequeña (2-4),Joven (16-34),2.9444389791664403
335,1,1,female,,1,0,133.65,S,First,woman,False,,Southampton,yes,False,True,35.0,False,S,Southampton,False,Unknown,woman,False,2,Pequeña (2-4),Adulto (35-59),4.902678819257608
336,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,True,25.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.1855792552411137
337,0,1,male,29.0,1,0,66.6,S,First,man,True,C,Southampton,no,False,False,29.0,False,S,Southampton,True,C,man,True,2,Pequeña (2-4),Joven (16-34),4.213607983048918
338,1,1,female,41.0,0,0,134.5,C,First,woman,False,E,Cherbourg,yes,True,False,41.0,False,C,Cherbourg,True,E,woman,False,1,Solo,Adulto (35-59),4.908971640319756
339,1,3,male,45.0,0,0,8.05,S,Third,man,True,,Southampton,yes,True,False,45.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Adulto (35-59),2.2027647577118348
340,0,1,male,45.0,0,0,35.5,S,First,man,True,,Southampton,no,True,False,45.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Adulto (35-59),3.597312260588446
341,1,2,male,2.0,1,1,26.0,S,Second,child,False,F,Southampton,yes,False,False,2.0,False,S,Southampton,True,F,child,False,3,Pequeña (2-4),Niño (<16),3.295836866004329
342,1,1,female,24.0,3,2,263.0,S,First,woman,False,C,Southampton,yes,False,False,24.0,False,S,Southampton,True,C,woman,False,6,Grande (5+),Joven (16-34),5.575949103146316
343,0,2,male,28.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,False,28.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.6390573296152584
344,0,2,male,25.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,False,25.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.6390573296152584
345,0,2,male,36.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,False,36.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Adulto (35-59),2.6390573296152584
346,1,2,female,24.0,0,0,13.0,S,Second,woman,False,F,Southampton,yes,True,False,24.0,False,S,Southampton,True,F,woman,False,1,Solo,Joven (16-34),2.6390573296152584
347,1,2,female,40.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,False,40.0,False,S,Southampton,False,Unknown,woman,False,1,Solo,Adulto (35-59),2.6390573296152584
348,1,3,female,,1,0,16.1,S,Third,woman,False,,Southampton,yes,False,True,21.5,False,S,Southampton,False,Unknown,woman,False,2,Pequeña (2-4),Joven (16-34),2.8390784635086144
349,1,3,male,3.0,1,1,15.9,S,Third,child,False,,Southampton,yes,False,False,3.0,False,S,Southampton,False,Unknown,child,False,3,Pequeña (2-4),Niño (<16),2.8273136219290276
350,0,3,male,42.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,False,42.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Adulto (35-59),2.2682524139135403
351,0,3,male,23.0,0,0,9.225,S,Third,man,True,,Southampton,no,True,False,23.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.3248357019288655
352,0,1,male,,0,0,35.0,S,First,man,True,C,Southampton,no,True,True,40.0,False,S,Southampton,True,C,man,True,1,Solo,Adulto (35-59),3.58351893845611
353,0,3,male,15.0,1,1,7.2292,C,Third,child,False,,Cherbourg,no,False,False,15.0,False,C,Cherbourg,False,Unknown,child,False,3,Pequeña (2-4),Niño (<16),2.1076888046179385
354,0,3,male,25.0,1,0,17.8,S,Third,man,True,,Southampton,no,False,False,25.0,False,S,Southampton,False,Unknown,man,True,2,Pequeña (2-4),Joven (16-34),2.9338568698359038
355,0,3,male,,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,True,25.0,False,C,Cherbourg,False,Unknown,man,True,1,Solo,Joven (16-34),2.1071782966514356
356,0,3,male,28.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,False,28.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.3513752571634776
357,1,1,female,22.0,0,1,55.0,S,First,woman,False,E,Southampton,yes,False,False,22.0,False,S,Southampton,True,E,woman,False,2,Pequeña (2-4),Joven (16-34),4.02535169073515
358,0,2,female,38.0,0,0,13.0,S,Second,woman,False,,Southampton,no,True,False,38.0,False,S,Southampton,False,Unknown,woman,False,1,Solo,Adulto (35-59),2.6390573296152584
359,1,3,female,,0,0,7.8792,Q,Third,woman,False,,Queenstown,yes,True,True,21.5,False,Q,Queenstown,False,Unknown,woman,False,1,Solo,Joven (16-34),2.1837114628556327
360,1,3,female,,0,0,7.8792,Q,Third,woman,False,,Queenstown,yes,True,True,21.5,False,Q,Queenstown,False,Unknown,woman,False,1,Solo,Joven (16-34),2.1837114628556327
361,0,3,male,40.0,1,4,27.9,S,Third,man,True,,Southampton,no,False,False,40.0,False,S,Southampton,False,Unknown,man,True,6,Grande (5+),Adulto (35-59),3.3638415951183864
362,0,2,male,29.0,1,0,27.7208,C,Second,man,True,,Cherbourg,no,False,False,29.0,False,C,Cherbourg,False,Unknown,man,True,2,Pequeña (2-4),Joven (16-34),3.357621598945279
363,0,3,female,45.0,0,1,14.4542,C,Third,woman,False,,Cherbourg,no,False,False,45.0,False,C,Cherbourg,False,Unknown,woman,False,2,Pequeña (2-4),Adulto (35-59),2.737880811060884
364,0,3,male,35.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,False,35.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Adulto (35-59),2.0856720914304723
365,0,3,male,,1,0,15.5,Q,Third,man,True,,Queenstown,no,False,True,25.0,False,Q,Queenstown,False,Unknown,man,True,2,Pequeña (2-4),Joven (16-34),2.803360380906535
366,0,3,male,30.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,False,30.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.1102132003465894
367,1,1,female,60.0,1,0,75.25,C,First,woman,False,D,Cherbourg,yes,False,False,60.0,False,C,Cherbourg,True,D,woman,False,2,Pequeña (2-4),Mayor (60+),4.334017415487521
368,1,3,female,,0,0,7.2292,C,Third,woman,False,,Cherbourg,yes,True,True,21.5,False,C,Cherbourg,False,Unknown,woman,False,1,Solo,Joven (16-34),2.1076888046179385
369,1,3,female,,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,True,21.5,False,Q,Queenstown,False,Unknown,woman,False,1,Solo,Joven (16-34),2.169053700369523
370,1,1,female,24.0,0,0,69.3,C,First,woman,False,B,Cherbourg,yes,True,False,24.0,False,C,Cherbourg,True,B,woman,False,1,Solo,Joven (16-34),4.252771798816619
371,1,1,male,25.0,1,0,55.4417,C,First,man,True,E,Cherbourg,yes,False,False,25.0,False,C,Cherbourg,True,E,man,True,2,Pequeña (2-4),Joven (16-34),4.0332082470129285
372,0,3,male,18.0,1,0,6.4958,S,Third,man,True,,Southampton,no,False,False,18.0,False,S,Southampton,False,Unknown,man,True,2,Pequeña (2-4),Joven (16-34),2.0143428636837015
373,0,3,male,19.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,False,19.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.2027647577118348
374,0,1,male,22.0,0,0,135.6333,C,First,man,True,,Cherbourg,no,True,False,22.0,False,C,Cherbourg,False,Unknown,man,True,1,Solo,Joven (16-34),4.91730069488021
375,0,3,female,3.0,3,1,21.075,S,Third,child,False,,Southampton,no,False,False,3.0,False,S,Southampton,False,Unknown,child,False,5,Grande (5+),Niño (<16),3.0944457464900235
376,1,1,female,,1,0,82.1708,C,First,woman,False,,Cherbourg,yes,False,True,35.0,False,C,Cherbourg,False,Unknown,woman,False,2,Pequeña (2-4),Adulto (35-59),4.420896324687287
377,1,3,female,22.0,0,0,7.25,S,Third,woman,False,,Southampton,yes,True,False,22.0,False,S,Southampton,False,Unknown,woman,False,1,Solo,Joven (16-34),2.1102132003465894
378,0,1,male,27.0,0,2,211.5,C,First,man,True,C,Cherbourg,no,False,False,27.0,False,C,Cherbourg,True,C,man,True,3,Pequeña (2-4),Joven (16-34),5.358941988364472
379,0,3,male,20.0,0,0,4.0125,C,Third,man,True,,Cherbourg,no,True,False,20.0,False,C,Cherbourg,False,Unknown,man,True,1,Solo,Joven (16-34),1.6119347926326877
380,0,3,male,19.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,False,19.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.1719067693519296
381,1,1,female,42.0,0,0,227.525,C,First,woman,False,,Cherbourg,yes,True,False,42.0,False,C,Cherbourg,False,Unknown,woman,False,1,Solo,Adulto (35-59),5.4316456135398825
382,1,3,female,1.0,0,2,15.7417,C,Third,child,False,,Cherbourg,yes,False,False,1.0,False,C,Cherbourg,False,Unknown,child,False,3,Pequeña (2-4),Niño (<16),2.817902613071225
383,0,3,male,32.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,False,32.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.188856327665703
384,1,1,female,35.0,1,0,52.0,S,First,woman,False,,Southampton,yes,False,False,35.0,False,S,Southampton,False,Unknown,woman,False,2,Pequeña (2-4),Adulto (35-59),3.970291913552122
385,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,True,25.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.1855792552411137
386,0,2,male,18.0,0,0,73.5,S,Second,man,True,,Southampton,no,True,False,18.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),4.310799125385514
387,0,3,male,1.0,5,2,46.9,S,Third,child,False,,Southampton,no,False,False,1.0,False,S,Southampton,False,Unknown,child,False,8,Grande (5+),Niño (<16),3.8691155044168695
388,1,2,female,36.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,False,36.0,False,S,Southampton,False,Unknown,woman,False,1,Solo,Adulto (35-59),2.6390573296152584
389,0,3,male,,0,0,7.7292,Q,Third,man,True,,Queenstown,no,True,True,25.0,False,Q,Queenstown,False,Unknown,man,True,1,Solo,Joven (16-34),2.1666737276227077
390,1,2,female,17.0,0,0,12.0,C,Second,woman,False,,Cherbourg,yes,True,False,17.0,False,C,Cherbourg,False,Unknown,woman,False,1,Solo,Joven (16-34),2.5649493574615367
391,1,1,male,36.0,1,2,120.0,S,First,man,True,B,Southampton,yes,False,False,36.0,False,S,Southampton,True,B,man,True,4,Pequeña (2-4),Adulto (35-59),4.795790545596741
392,1,3,male,21.0,0,0,7.7958,S,Third,man,True,,Southampton,yes,True,False,21.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.174274334826008
393,0,3,male,28.0,2,0,7.925,S,Third,man,True,,Southampton,no,False,False,28.0,False,S,Southampton,False,Unknown,man,True,3,Pequeña (2-4),Joven (16-34),2.188856327665703
394,1,1,female,23.0,1,0,113.275,C,First,woman,False,D,Cherbourg,yes,False,False,23.0,False,C,Cherbourg,True,D,woman,False,2,Pequeña (2-4),Joven (16-34),4.738607824217808
395,1,3,female,24.0,0,2,16.7,S,Third,woman,False,G,Southampton,yes,False,False,24.0,False,S,Southampton,True,G,woman,False,3,Pequeña (2-4),Joven (16-34),2.8735646395797834
396,0,3,male,22.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,False,22.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.174274334826008
397,0,3,female,31.0,0,0,7.8542,S,Third,woman,False,,Southampton,no,True,False,31.0,False,S,Southampton,False,Unknown,woman,False,1,Solo,Joven (16-34),2.180891922715322
398,0,2,male,46.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,False,46.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Adulto (35-59),3.295836866004329
399,0,2,male,23.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,False,23.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.4423470353692043
400,1,2,female,28.0,0,0,12.65,S,Second,woman,False,,Southampton,yes,True,False,28.0,False,S,Southampton,False,Unknown,woman,False,1,Solo,Joven (16-34),2.613739521630969
401,1,3,male,39.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,False,39.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Adulto (35-59),2.188856327665703
402,0,3,male,26.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,False,26.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.2027647577118348
403,0,3,female,21.0,1,0,9.825,S,Third,woman,False,,Southampton,no,False,False,21.0,False,S,Southampton,False,Unknown,woman,False,2,Pequeña (2-4),Joven (16-34),2.3818582738885534
404,0,3,male,28.0,1,0,15.85,S,Third,man,True,,Southampton,no,False,False,28.0,False,S,Southampton,False,Unknown,man,True,2,Pequeña (2-4),Joven (16-34),2.8243506567983707
405,0,3,female,20.0,0,0,8.6625,S,Third,woman,False,,Southampton,no,True,False,20.0,False,S,Southampton,False,Unknown,woman,False,1,Solo,Joven (16-34),2.2682524139135403
406,0,2,male,34.0,1,0,21.0,S,Second,man,True,,Southampton,no,False,False,34.0,False,S,Southampton,False,Unknown,man,True,2,Pequeña (2-4),Joven (16-34),3.091042453358316
407,0,3,male,51.0,0,0,7.75,S,Third,man,True,,Southampton,no,True,False,51.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Adulto (35-59),2.169053700369523
408,1,2,male,3.0,1,1,18.75,S,Second,child,False,,Southampton,yes,False,False,3.0,False,S,Southampton,False,Unknown,child,False,3,Pequeña (2-4),Niño (<16),2.9831534913471307
409,0,3,male,21.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,False,21.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.1719067693519296
410,0,3,female,,3,1,25.4667,S,Third,woman,False,,Southampton,no,False,True,21.5,False,S,Southampton,False,Unknown,woman,False,5,Grande (5+),Joven (16-34),3.275887339030031
411,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,True,25.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.1855792552411137
412,0,3,male,,0,0,6.8583,Q,Third,man,True,,Queenstown,no,True,True,25.0,False,Q,Queenstown,False,Unknown,man,True,1,Solo,Joven (16-34),2.061570298060867
413,1,1,female,33.0,1,0,90.0,Q,First,woman,False,C,Queenstown,yes,False,False,33.0,False,Q,Queenstown,True,C,woman,False,2,Pequeña (2-4),Joven (16-34),4.51085950651685
414,0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,True,30.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),0.0
415,1,3,male,44.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,False,44.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Adulto (35-59),2.188856327665703
416,0,3,female,,0,0,8.05,S,Third,woman,False,,Southampton,no,True,True,21.5,False,S,Southampton,False,Unknown,woman,False,1,Solo,Joven (16-34),2.2027647577118348
417,1,2,female,34.0,1,1,32.5,S,Second,woman,False,,Southampton,yes,False,False,34.0,False,S,Southampton,False,Unknown,woman,False,3,Pequeña (2-4),Joven (16-34),3.5115454388310208
418,1,2,female,18.0,0,2,13.0,S,Second,woman,False,,Southampton,yes,False,False,18.0,False,S,Southampton,False,Unknown,woman,False,3,Pequeña (2-4),Joven (16-34),2.6390573296152584
419,0,2,male,30.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,False,30.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.6390573296152584
420,0,3,female,10.0,0,2,24.15,S,Third,child,False,,Southampton,no,False,False,10.0,False,S,Southampton,False,Unknown,child,False,3,Pequeña (2-4),Niño (<16),3.224857896545748
421,0,3,male,,0,0,7.8958,C,Third,man,True,,Cherbourg,no,True,True,25.0,False,C,Cherbourg,False,Unknown,man,True,1,Solo,Joven (16-34),2.1855792552411137
422,0,3,male,21.0,0,0,7.7333,Q,Third,man,True,,Queenstown,no,True,False,21.0,False,Q,Queenstown,False,Unknown,man,True,1,Solo,Joven (16-34),2.167143305297764
423,0,3,male,29.0,0,0,7.875,S,Third,man,True,,Southampton,no,True,False,29.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.1832383353614797
424,0,3,female,28.0,1,1,14.4,S,Third,woman,False,,Southampton,no,False,False,28.0,False,S,Southampton,False,Unknown,woman,False,3,Pequeña (2-4),Joven (16-34),2.7343675094195836
425,0,3,male,18.0,1,1,20.2125,S,Third,man,True,,Southampton,no,False,False,18.0,False,S,Southampton,False,Unknown,man,True,3,Pequeña (2-4),Joven (16-34),3.0545906305603445
426,0,3,male,,0,0,7.25,S,Third,man,True,,Southampton,no,True,True,25.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.1102132003465894
427,1,2,female,28.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,False,28.0,False,S,Southampton,False,Unknown,woman,False,2,Pequeña (2-4),Joven (16-34),3.295836866004329
428,1,2,female,19.0,0,0,26.0,S,Second,woman,False,,Southampton,yes,True,False,19.0,False,S,Southampton,False,Unknown,woman,False,1,Solo,Joven (16-34),3.295836866004329
429,0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,True,25.0,False,Q,Queenstown,False,Unknown,man,True,1,Solo,Joven (16-34),2.169053700369523
430,1,3,male,32.0,0,0,8.05,S,Third,man,True,E,Southampton,yes,True,False,32.0,False,S,Southampton,True,E,man,True,1,Solo,Joven (16-34),2.2027647577118348
431,1,1,male,28.0,0,0,26.55,S,First,man,True,C,Southampton,yes,True,False,28.0,False,S,Southampton,True,C,man,True,1,Solo,Joven (16-34),3.3160025355989236
432,1,3,female,,1,0,16.1,S,Third,woman,False,,Southampton,yes,False,True,21.5,False,S,Southampton,False,Unknown,woman,False,2,Pequeña (2-4),Joven (16-34),2.8390784635086144
433,1,2,female,42.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,False,42.0,False,S,Southampton,False,Unknown,woman,False,2,Pequeña (2-4),Adulto (35-59),3.295836866004329
434,0,3,male,17.0,0,0,7.125,S,Third,man,True,,Southampton,no,True,False,17.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.094945728215801
435,0,1,male,50.0,1,0,55.9,S,First,man,True,E,Southampton,no,False,False,50.0,False,S,Southampton,True,E,man,True,2,Pequeña (2-4),Adulto (35-59),4.041295341132285
436,1,1,female,14.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False,False,14.0,False,S,Southampton,True,B,child,False,4,Pequeña (2-4),Niño (<16),4.795790545596741
437,0,3,female,21.0,2,2,34.375,S,Third,woman,False,,Southampton,no,False,False,21.0,False,S,Southampton,False,Unknown,woman,False,5,Grande (5+),Joven (16-34),3.5660053559634015
438,1,2,female,24.0,2,3,18.75,S,Second,woman,False,,Southampton,yes,False,False,24.0,False,S,Southampton,False,Unknown,woman,False,6,Grande (5+),Joven (16-34),2.9831534913471307
439,0,1,male,64.0,1,4,263.0,S,First,man,True,C,Southampton,no,False,False,64.0,False,S,Southampton,True,C,man,True,6,Grande (5+),Mayor (60+),5.575949103146316
440,0,2,male,31.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,False,31.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.4423470353692043
441,1,2,female,45.0,1,1,26.25,S,Second,woman,False,,Southampton,yes,False,False,45.0,False,S,Southampton,False,Unknown,woman,False,3,Pequeña (2-4),Adulto (35-59),3.305053521109253
442,0,3,male,20.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,False,20.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.3513752571634776
443,0,3,male,25.0,1,0,7.775,S,Third,man,True,,Southampton,no,False,False,25.0,False,S,Southampton,False,Unknown,man,True,2,Pequeña (2-4),Joven (16-34),2.1719067693519296
444,1,2,female,28.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,False,28.0,False,S,Southampton,False,Unknown,woman,False,1,Solo,Joven (16-34),2.6390573296152584
445,1,3,male,,0,0,8.1125,S,Third,man,True,,Southampton,yes,True,True,25.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.2096470973347766
446,1,1,male,4.0,0,2,81.8583,S,First,child,False,A,Southampton,yes,False,False,4.0,False,S,Southampton,True,A,child,False,3,Pequeña (2-4),Niño (<16),4.417131919904876
447,1,2,female,13.0,0,1,19.5,S,Second,child,False,,Southampton,yes,False,False,13.0,False,S,Southampton,False,Unknown,child,False,2,Pequeña (2-4),Niño (<16),3.0204248861443626
448,1,1,male,34.0,0,0,26.55,S,First,man,True,,Southampton,yes,True,False,34.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),3.3160025355989236
449,1,3,female,5.0,2,1,19.2583,C,Third,child,False,,Cherbourg,yes,False,False,5.0,False,C,Cherbourg,False,Unknown,child,False,4,Pequeña (2-4),Niño (<16),3.0085645861193133
450,1,1,male,52.0,0,0,30.5,S,First,man,True,C,Southampton,yes,True,False,52.0,False,S,Southampton,True,C,man,True,1,Solo,Adulto (35-59),3.449987545831587
451,0,2,male,36.0,1,2,27.75,S,Second,man,True,,Southampton,no,False,False,36.0,False,S,Southampton,False,Unknown,man,True,4,Pequeña (2-4),Adulto (35-59),3.3586377672433594
452,0,3,male,,1,0,19.9667,S,Third,man,True,,Southampton,no,False,True,25.0,False,S,Southampton,False,Unknown,man,True,2,Pequeña (2-4),Joven (16-34),3.0429354648621407
453,0,1,male,30.0,0,0,27.75,C,First,man,True,C,Cherbourg,no,True,False,30.0,False,C,Cherbourg,True,C,man,True,1,Solo,Joven (16-34),3.3586377672433594
